,caption,video_id,video,frame,results_st,results_lt
299,woman is talking to a man and he is smiling, 201500_860 ,201500,860,0.8297468193553279,0.7799746967893522
300,man is sitting on a couch and is talking to someone, 201500_1012 ,201500,1012,0.8300424582353131,0.7800379241937415
301,woman is walking down a street while talking on her phone, 201500_1084 ,201500,1084,0.8299198945440034,0.7799491206524061
302,man is looking at a woman and smiling, 201500_1135 ,201500,1135,0.829719648874493,0.7799403613854956
303,woman is walking down a street while holding a glass, 201500_1179 ,201500,1179,0.8300075805037306,0.7801232078104408
304,man in a suit and tie standing in front of a window, 201500_1286 ,201500,1286,0.8299083249079074,0.7798927319206372
305,man is jumping over a ramp on a skateboard, 201500_1427 ,201500,1427,0.830141724024202,0.7800988890289569
306,man is looking through a door and then he opens his door,203409_50 ,203409,50,0.8300740540003999,0.7799593001554985
307,man is sitting in a chair and playing a guitar,203409_129 ,203409,129,0.8297948210547933,0.7798556855676485
308,man is dancing in a room with a lot of people,203409_226 ,203409,226,0.8297845763337971,0.7798661964047654
309,man is sitting on a couch and is talking to someone,203409_397 ,203409,397,0.8300424582353131,0.7800379241937415
310,man is sitting in a chair and smiling,203409_543 ,203409,543,0.8299163244058914,0.7800366816912196
311,woman is standing in front of a window and talking,203409_622 ,203409,622,0.830004614961683,0.7799339520353504
312,man is sitting in a chair and smiling,203409_714 ,203409,714,0.8299163244058914,0.7800366816912196
313,woman is dancing in front of a mirror,203409_837 ,203409,837,0.8299214552500846,0.7800042786574203
314,man is sitting in a chair and smiling,203409_941 ,203409,941,0.8299163244058914,0.7800366816912196
315,woman is blowing smoke out of her mouth,203409_1008 ,203409,1008,0.8303035593559603,0.780417860863692
316,man is sitting on a couch and talking, 203409_1065 ,203409,1065,0.8300320771968648,0.7800667109550797
317,man is talking to a woman in a room, 203409_1119 ,203409,1119,0.8298171984550475,0.7799716837542701
318,man is sitting in a chair and smiling, 203409_1183 ,203409,1183,0.8299163244058914,0.7800366816912196
319,woman is looking at a man and then he looks away, 203409_1251 ,203409,1251,0.8297775908603348,0.7797854316641014
320,man is dancing in front of a woman, 203409_1329 ,203409,1329,0.8296776007681591,0.7799692333645348
321,woman is looking at something and then looks away, 203409_1405 ,203409,1405,0.8298771579352189,0.7797470013490958
322,man is looking at a woman and smiling, 203409_1556 ,203409,1556,0.829719648874493,0.7799403613854956
323,woman is looking at a man and then he looks away, 203409_1714 ,203409,1714,0.8297775908603348,0.7797854316641014
324,man is dancing in a room with a woman, 203409_1783 ,203409,1783,0.8297424867658199,0.7800453117997015
325,woman is looking at something and then looks away, 203409_1919 ,203409,1919,0.8298771579352189,0.7797470013490958
326,car is driving down a road,203614_55 ,203614,55,0.830092707666036,0.779982127454957
327,man is jumping on a trampoline and falls,203614_155 ,203614,155,0.830108871483237,0.7799535146835771
328,man is dancing in a room with a woman,203614_227 ,203614,227,0.8297424867658199,0.7800453117997015
329,man is walking down a street and then stops,203614_310 ,203614,310,0.8298366748624117,0.7799541307970992
330,woman is smiling and waving her hand,203614_391 ,203614,391,0.8299007468108777,0.7801192658510292
331,woman is talking to a man and he is talking to him,203614_478 ,203614,478,0.829745876477779,0.77989750753754
332,man is sitting in a car and smiling,203614_594 ,203614,594,0.8299503809924731,0.7800484324231446
333,man is sitting in a car and talking to someone,203614_680 ,203614,680,0.829976346967962,0.7799615499854858
334,man is driving a car and talking on a phone,203614_739 ,203614,739,0.8300279200587956,0.7799040443004585
335,man is sitting in a car and smiling,203614_853 ,203614,853,0.8299503809924731,0.7800484324231446
336,woman is talking to a man and he is talking to him, 203614_1069 ,203614,1069,0.829745876477779,0.77989750753754
337,man is sitting in a car and smiling, 203614_1279 ,203614,1279,0.8299503809924731,0.7800484324231446
338,woman is talking to a man and he is talking to her, 203614_1397 ,203614,1397,0.829745876477779,0.77989750753754
339,man is sitting in a car and smiling, 203614_1461 ,203614,1461,0.8299503809924731,0.7800484324231446
340,woman is walking down a runway, 203614_1513 ,203614,1513,0.8299420381598434,0.7801392101807432
341,man is talking to someone in the car, 203614_1579 ,203614,1579,0.8299677959380038,0.7799341558026948
342,man is putting his hand on his head, 203614_1643 ,203614,1643,0.8299391719494108,0.779789503383507
343,man is putting his hand on his head, 203614_1687 ,203614,1687,0.8299391719494108,0.779789503383507
344,man is walking down a street and then he stops, 203614_1726 ,203614,1726,0.8298366748624117,0.7799541307970992
345,woman is walking down a path with a child,203701_116 ,203701,116,0.8299058697750802,0.7800027896628573
346,woman is walking and then she stops and looks at her phone,203701_288 ,203701,288,0.8299820041625573,0.7798843716555997
347,woman is walking down a path with a man,203701_417 ,203701,417,0.829754885142646,0.7800065316520157
348,woman is dancing in a room,203701_539 ,203701,539,0.8298282707361818,0.7800888448511618
349,young girl is dancing in a garden,203701_625 ,203701,625,0.8297388758278004,0.7799908284065209
350,woman is talking to a man and he is smiling,203701_754 ,203701,754,0.8297468193553279,0.7799746967893522
351,man and a woman are walking down a path,203701_871 ,203701,871,0.829754885111656,0.7800065316319473
352,man is dancing in front of a woman,203701_927 ,203701,927,0.8296776007681591,0.7799692333645348
353,cat is jumping into a room and falls,203701_977 ,203701,977,0.8302928961994334,0.7800274486912863
354,woman is dancing in a room,203701_1024 ,203701,1024,0.8298282707361818,0.7800888448511618
